# Label,Runtime,INST_Tot,ENERGY_Tot,ENERGY_Proc,ENERGY_DRAM,Energy_Efficiency,EXEC,IPC,FREQ,AFREQ,L3MISS_Rate,L2MISS_Rate,L3HIT,L2HIT,L3MPI,L2MPI,READ_Rate,WRITE_Rate,INST_Rate,POWER_Total,POWER_Proc,POWER_DRAM
2101000,140.795,13760677.0,65404.85,58697.7,6707.15,210.392302711,0.290864604317,0.596717985612,0.627817769784,1.24956834532,49.7964984552,3391.13553748,0.677128776978,0.103764244604,0.00851258129496,0.0279553093525,4.04892219184,3.87330515998,97735.5516886,464.53957882,416.901878618,47.6377002024
2100000,159.468,13742778.0,66773.92,59437.4,7336.52,205.810561968,0.256795632911,0.623387974684,0.519298417722,0.999981012658,36.4578034465,2971.97268417,0.686680379747,0.102711582278,0.00843793924051,0.027804056962,3.09030589209,3.3193806908,86178.907367,418.729274839,372.723054155,46.0062206838
2000000,177.834,13747170.0,54784.06,47754.6,7029.46,250.933757009,0.230221306818,0.608550568182,0.493582386364,0.951977272727,37.8396605823,2698.33173634,0.690790909091,0.0996573295455,0.00875788125,0.0287138977273,3.11704960806,3.05120449408,77303.3840548,308.062912604,268.534700901,39.528211703
1900000,187.056,13753720.0,53274.13,45974.3,7299.83,258.168833541,0.218923405405,0.618088108108,0.467503945946,0.904967567568,35.1514637328,2547.96349756,0.697574054054,0.0984928108108,0.00849826,0.0286278810811,2.91227386451,2.88126283038,73527.2859465,284.803107091,245.778269609,39.0248374818
1800000,195.136,13789403.0,53460.08,45855.5,7604.58,257.938315842,0.210061658031,0.598672020725,0.45100865285,0.856974093264,36.3260443998,2452.58027222,0.696765284974,0.102387979275,0.00837922694301,0.0284814663212,2.9628013283,2.8250666202,70665.6024516,273.963184651,234.992518039,38.970666612
1700000,204.271,13758181.0,53743.71,45906.6,7837.11,255.996115638,0.200421188119,0.625431188119,0.426948168317,0.809975247525,33.3173920919,2349.27711716,0.703395049505,0.0997188613861,0.00813848762376,0.0284735346535,2.74523109007,2.66716029197,67352.5904313,263.100048465,224.733809498,38.3662389669
1600000,218.703,13732481.0,54033.79,45693.3,8340.49,254.146174088,0.187429925926,0.606226851852,0.401837592593,0.761958333333,31.9691595451,2192.86616553,0.703974074074,0.100756898148,0.00824636898148,0.0285454027778,2.62344092216,2.51746386652,62790.5469975,247.064695043,208.928546934,38.1361481095
1500000,230.951,13784206.0,55007.15,46281.9,8725.25,250.589350657,0.177374649123,0.612131578947,0.379652324561,0.713995614035,29.0186204,2097.57297868,0.710889912281,0.0979313157895,0.00806800657895,0.0288265833333,2.40830002901,2.3566795554,59684.5478045,238.176712809,200.397053921,37.7796588887
1400000,246.892,13738915.0,56289.93,47066.7,9223.23,244.074117697,0.166037078189,0.610172839506,0.355553786008,0.666983539095,28.7257120522,1949.21718403,0.714814814815,0.100508024691,0.00792390617284,0.0286106378601,2.35451614471,2.25561622086,55647.4693388,227.994143188,190.636796656,37.3573465321
1300000,262.796,13760813.0,57108.42,47387.6,9720.82,240.959441708,0.155987698842,0.625864864865,0.332926447876,0.619,25.6043748763,1816.55086455,0.720035135135,0.0983436679537,0.00770633320463,0.0283857181467,2.12714500982,2.08641493782,52363.0991339,217.31084187,180.320857243,36.9899846269
1200000,281.314,13765262.0,58965.25,48658.3,10306.95,233.447021763,0.145769545126,0.627400722022,0.309100036101,0.571,24.3856246045,1692.94758526,0.724117689531,0.10010967509,0.00748199855596,0.0281451768953,2.02088484754,1.96137838856,48932.019025,209.606525093,172.967929076,36.6385960173
