# Label,Runtime,INST_Tot,ENERGY_Tot,ENERGY_Proc,ENERGY_DRAM,Energy_Efficiency,EXEC,IPC,FREQ,AFREQ,L3MISS_Rate,L2MISS_Rate,L3HIT,L2HIT,L3MPI,L2MPI,READ_Rate,WRITE_Rate,INST_Rate,POWER_Total,POWER_Proc,POWER_DRAM
2101000,35.504,1319020.0,13746.08,11668.6,2077.48,95.9560834798,0.110406857143,0.536411428571,0.413586571429,1.27657142857,112.476059036,158.010365029,0.306008571429,0.369411428571,0.00486502857143,0.00744257142857,16.766955836,11.2279179811,37151.306895,387.16989635,328.655926093,58.5139702569
2100000,36.863,1009650.0,12858.34,10745.1,2113.24,78.5210221537,0.0813830555556,0.586805555556,0.283688333333,0.9995,107.428044381,147.752217671,0.290269444444,0.361733333333,0.00558652777778,0.00842111111111,15.8297751133,10.4360198573,27389.2520956,348.814258199,291.487399289,57.32685891
2000000,39.62,952410.0,10799.28,8831.5,1967.78,88.1919905771,0.0712848717949,0.617512820513,0.252285897436,0.951717948718,96.0520696618,132.59313478,0.332223076923,0.337243589744,0.00548017948718,0.00892948717949,13.9068652196,9.49896516911,24038.6168602,272.571428571,222.905098435,49.6663301363
1900000,42.631,1081880.0,10863.34,8756.0,2107.34,99.5899971832,0.075304047619,0.655,0.252563571429,0.9045,96.6978724402,132.657221271,0.31154047619,0.330680952381,0.00551295238095,0.00863404761905,13.979498487,9.26985057822,25377.7767352,254.822546973,205.390443574,49.4321033989
1800000,42.8,1042930.0,10568.62,8501.3,2067.32,98.6817578832,0.072224047619,0.608095238095,0.230041428571,0.856880952381,89.6247663551,123.025700935,0.299942857143,0.361826190476,0.00541283333333,0.00832023809524,12.8753271028,8.74,24367.5233645,246.930373832,198.628504673,48.3018691589
1700000,49.813,1359212.0,11946.77,9611.2,2335.57,113.772341813,0.0811314285714,0.637040816327,0.242520816327,0.809081632653,86.4703591432,119.632023769,0.304040816327,0.348146938776,0.00504579591837,0.00779897959184,12.2124545801,8.21610824484,27286.2907273,239.832373075,192.945616606,46.8867564692
1600000,45.876,1019782.0,10845.37,8670.0,2175.37,94.0292493479,0.0658495555556,0.648222222222,0.196601555556,0.7618,86.5942758741,117.202240823,0.308762222222,0.346795555556,0.00546773333333,0.00855088888889,12.2430028773,8.288233499,22229.0958235,236.406181882,188.98770599,47.4184758915
1500000,50.029,1057274.0,11281.05,8985.9,2295.15,93.7212404874,0.0627908163265,0.657204081633,0.186511428571,0.71393877551,79.8608607008,108.404525375,0.3309,0.321589795918,0.00554775510204,0.0089617755102,10.9828299586,7.73389434128,21133.2227308,225.490215675,179.613823982,45.8763916928
1400000,49.974,913644.0,10793.62,8479.9,2313.72,84.6466709037,0.0542744897959,0.675897959184,0.159888367347,0.666755102041,82.520530676,110.673350142,0.331342857143,0.322551020408,0.0057842244898,0.00943040816327,11.392744227,7.7555328771,18282.3868412,215.98471205,169.686236843,46.2984752071
1300000,52.2,864558.0,10895.85,8512.9,2382.95,79.3474579771,0.0492868627451,0.709647058824,0.132746666667,0.618980392157,79.1529118774,106.006340996,0.33131372549,0.310188235294,0.00580654901961,0.00939256862745,10.9040613027,7.27314176245,16562.4137931,208.732758621,163.082375479,45.6503831418
1200000,54.907,953327.0,11643.75,9144.3,2499.45,81.8745679012,0.051467962963,0.766351851852,0.132689814815,0.571,80.469302639,107.510882037,0.306298148148,0.344266666667,0.00573453703704,0.0088412962963,11.0557488116,7.18711639682,17362.5767206,212.06312492,166.541606717,45.5215182035
