# Label,Runtime,INST_Tot,ENERGY_Tot,ENERGY_Proc,ENERGY_DRAM,Energy_Efficiency,EXEC,IPC,FREQ,AFREQ,L3MISS_Rate,L2MISS_Rate,L3HIT,L2HIT,L3MPI,L2MPI,READ_Rate,WRITE_Rate,INST_Rate,POWER_Total,POWER_Proc,POWER_DRAM
2101000,153.269,15762300.0,65572.13,59014.8,6557.33,240.381088734,0.3060375,0.381861842105,0.807361842105,1.23993421053,43.8343043929,75.3185575687,0.625901315789,0.234605263158,0.000351708552632,0.000664901315789,3.97925868897,1.65463988152,102840.7571,427.823826084,385.040680111,42.7831459721
2100000,30.272,3094420.0,12907.73,11137.4,1770.33,239.733864901,0.30401,0.374866666667,0.817896666667,0.998766666667,217.792679704,262.255549683,0.375033333333,0.358666666667,0.00182923333333,0.0023009,19.6716437632,8.03897991543,102220.533827,426.391715116,367.910940803,58.4807743129
2000000,23.244,2374440.0,8060.78,6675.6,1385.18,294.567027012,0.303992173913,0.354086956522,0.86517826087,0.950652173913,271.226553089,319.342626054,0.240304347826,0.431086956522,0.00251947826087,0.00309739130435,25.0458182757,10.4119342626,102152.813629,346.789709172,287.196695922,59.5930132507
1900000,29.309,2836600.0,9024.97,7460.7,1564.27,314.305753925,0.287679655172,0.365931034483,0.793334482759,0.902448275862,213.047528063,254.665802313,0.309655172414,0.390551724138,0.00208886206897,0.00270589655172,19.8586782217,8.86908458153,96782.5582586,307.924869494,254.553208912,53.3716605821
1800000,26.28,2555070.0,7905.03,6490.8,1414.23,323.220784741,0.289308846154,0.374038461538,0.775857692308,0.854115384615,226.913242009,269.273211568,0.276230769231,0.416461538462,0.0022605,0.00296242307692,20.0434931507,8.15034246575,97224.8858447,300.800228311,246.98630137,53.8139269406
1700000,28.329,2578370.0,8118.74,6614.0,1504.74,317.582531279,0.270418571429,0.380285714286,0.715139285714,0.807357142857,218.781813689,262.024780261,0.300428571429,0.407678571429,0.00228067857143,0.00300010714286,19.4469624766,7.28236083166,91015.2140916,286.58759575,233.471001447,53.1165943027
1600000,30.351,2596640.0,8561.61,6952.0,1609.61,303.288750597,0.254388,0.385166666667,0.663817,0.760366666667,223.062502059,264.119798359,0.3205,0.375966666667,0.00241003333333,0.0031188,19.7218872525,8.32279002339,85553.6885111,282.086586933,229.053408454,53.0331784785
1500000,30.364,2501060.0,8254.99,6685.9,1569.09,302.975533586,0.244999666667,0.3919,0.625093666667,0.712866666667,209.742458174,247.352127519,0.3143,0.380666666667,0.00234013333333,0.0029954,18.4958503491,7.72203925701,82369.2530628,271.867672243,220.191674351,51.6759978922
1400000,24.299,2056850.0,6639.52,5252.0,1387.52,309.788960648,0.25180375,0.408583333333,0.615709166667,0.66575,259.932507511,301.522696407,0.199791666667,0.442166666667,0.002987625,0.003781,22.1741223919,8.98357957118,84647.5163587,273.242520268,216.140581917,57.1019383514
1300000,27.373,2112670.0,7089.94,5572.6,1517.34,297.981365146,0.229571481481,0.406555555556,0.567817777778,0.618740740741,237.379169254,276.11149673,0.217555555556,0.429666666667,0.00295733333333,0.00368588888889,20.5550725167,7.88532495525,77180.7985972,259.012165272,203.580170241,55.4319950316
1200000,27.392,2039930.0,6871.55,5333.2,1538.35,296.866063697,0.221381851852,0.415,0.535338148148,0.571,242.602949766,279.085134346,0.188074074074,0.43837037037,0.00317214814815,0.00390792592593,20.3472181659,7.93377628505,74471.7435748,250.85974007,194.699182243,56.1605578271
