# Label,Runtime,INST_Tot,ENERGY_Tot,ENERGY_Proc,ENERGY_DRAM,Energy_Efficiency,EXEC,IPC,FREQ,AFREQ,L3MISS_Rate,L2MISS_Rate,L3HIT,L2HIT,L3MPI,L2MPI,READ_Rate,WRITE_Rate,INST_Rate,POWER_Total,POWER_Proc,POWER_DRAM
2101000,64.4,1394580.0,32413.6,28814.5,3599.1,43.0245329121,0.0643365079365,0.0656,1.09096825397,1.24,228.847826087,363.276397516,0.370476190476,0.0848301587302,0.0116114285714,0.0182658730159,15.5840062112,1.41878881988,21654.9689441,503.316770186,447.430124224,55.8866459627
2100000,68.881,1400310.0,30802.66,26994.2,3808.46,45.4606842396,0.0605625373134,0.090628358209,0.871917910448,0.999970149254,220.920137629,348.714449558,0.363410447761,0.0859671641791,0.0117974626866,0.0184191044776,15.0629346264,1.39922474993,20329.4086904,447.186597175,391.896168755,55.29042842
2000000,69.407,1424850.0,28361.58,24952.0,3409.58,50.2387384624,0.0611077941176,0.0921720588235,0.824831029412,0.952,217.259066088,346.274871411,0.369811764706,0.0880779411765,0.0113755882353,0.0179467647059,15.0918495253,1.36772947974,20528.9091878,408.627083724,359.502643826,49.124439898
1900000,74.078,1426840.0,28262.15,24760.3,3501.85,50.4858972159,0.0573902777778,0.0959222222222,0.784042222222,0.904916666667,211.561057264,333.441777586,0.363493055556,0.0880097222222,0.0117748611111,0.01839375,14.7726720484,1.35883798159,19261.3191501,381.518804503,334.246334944,47.2724695591
1800000,73.672,1409340.0,27605.08,24106.9,3498.18,51.0536466476,0.0569461111111,0.0955611111111,0.741175972222,0.856986111111,209.155988707,331.521609295,0.367369444444,0.0883305555556,0.01179875,0.0185369444444,14.8386089695,1.30171571289,19129.9272451,374.70246498,327.219296341,47.4831686394
1700000,74.016,1396490.0,26990.71,23513.4,3477.31,51.7396541254,0.0561841666667,0.0996388888889,0.698310416667,0.809333333333,207.72400562,327.621865543,0.364111111111,0.0873916666667,0.0119234722222,0.0186395833333,14.5514483355,1.32241677475,18867.4070471,364.660478815,317.679961089,46.9805177259
1600000,76.833,1421610.0,27770.2,24158.4,3611.8,51.1919251572,0.0551112,0.102937333333,0.6539748,0.761986666667,205.885361759,326.703499798,0.36828,0.087548,0.0120002666667,0.0188816,14.5938594094,1.29696875041,18502.5965405,361.43584137,314.427394479,47.0084468913
1500000,74.447,1406040.0,26752.16,23242.3,3509.86,52.557999055,0.0561812328767,0.116545205479,0.604216575342,0.71398630137,204.97239647,329.341410668,0.376232876712,0.0925479452055,0.0111847945205,0.0178512328767,14.539753113,1.2740607412,18886.4561366,359.345037409,312.199282711,47.145754698
1400000,77.879,1413020.0,27095.9,23445.3,3650.6,52.1488490879,0.0540078947368,0.118307894737,0.565428289474,0.666986842105,200.975487615,320.748853991,0.370947368421,0.0918592105263,0.0116326315789,0.0183981578947,14.2314102646,1.27007280525,18143.787157,347.923060132,301.047779247,46.8752808844
1300000,78.844,1399790.0,27311.15,23577.5,3733.65,51.2534257986,0.0528662337662,0.12338961039,0.518602207792,0.619,197.399928974,314.89003602,0.373480519481,0.0907051948052,0.011711038961,0.0185427272727,14.0706838821,1.25476891076,17753.9191314,346.394779565,299.039876211,47.3549033535
1200000,84.36,1402456.0,28512.01,24457.7,4054.31,49.1882543532,0.0494715853659,0.125104878049,0.48335695122,0.571,196.958155524,311.646633476,0.361975609756,0.0854463414634,0.0124835365854,0.0195175609756,14.0464793741,1.22911332385,16624.6562352,337.980203888,289.920578473,48.0596254149
