# Label,Runtime,INST_Tot,ENERGY_Tot,ENERGY_Proc,ENERGY_DRAM,Energy_Efficiency,EXEC,IPC,FREQ,AFREQ,L3MISS_Rate,L2MISS_Rate,L3HIT,L2HIT,L3MPI,L2MPI,READ_Rate,WRITE_Rate,INST_Rate,POWER_Total,POWER_Proc,POWER_DRAM
2101000,41.465,5173800.0,21675.3,18737.0,2938.3,238.695658192,0.371065853659,0.34236097561,1.0853902439,1.24,348.708549379,413.360665622,0.159731707317,0.627902439024,0.00271565853659,0.00322848780488,29.1040636682,19.4586277584,124775.11154,522.737248282,451.875075365,70.8621729169
2100000,42.462,4982300.0,19693.9,16688.6,3005.3,252.986965507,0.349138095238,0.403404761905,0.882835714286,0.999547619048,349.112147332,408.68541284,0.150785714286,0.627261904762,0.00291142857143,0.00342071428571,28.6474965852,18.9155009185,117335.499976,463.800574631,393.024351185,70.7762234468
2000000,45.512,4986130.0,17636.66,14701.7,2934.96,282.71396058,0.325966,0.388733333333,0.835946666667,0.950755555556,321.670548427,377.214800492,0.159066666667,0.620422222222,0.00287733333333,0.00346666666667,26.3784056952,17.536957286,109556.380735,387.516698893,323.029091229,64.4876076639
1900000,48.57,5073050.0,17550.05,14480.8,3069.25,289.061854525,0.310847083333,0.392104166667,0.791414583333,0.903041666667,311.138151122,364.161004735,0.157166666667,0.6190625,0.002935,0.00356333333333,25.3723080091,16.8511838583,104448.219065,361.335186329,298.142886555,63.1922997735
1800000,45.584,4898670.0,16324.06,13358.3,2965.76,300.08894846,0.319728888889,0.420488888889,0.757064444444,0.856644444444,324.410100035,378.83029133,0.154688888889,0.619311111111,0.00295133333333,0.00348688888889,26.3752632503,17.4482274482,107464.68059,358.109424359,293.047999298,65.0614250614
1700000,46.588,4916650.0,16247.34,13223.5,3023.84,302.61261228,0.314497173913,0.439826086957,0.712995869565,0.808173913043,323.914098051,377.105692453,0.153543478261,0.618869565217,0.00302369565217,0.00364673913043,26.2472310466,17.3529449644,105534.687044,348.74517043,283.839186056,64.9059843737
1600000,45.608,4860480.0,15817.92,12790.9,3027.02,307.276810099,0.317172666667,0.471666666667,0.673065777778,0.761266666667,335.483248553,389.629012454,0.150044444444,0.615755555556,0.00313777777778,0.00377822222222,27.0993685318,17.8476363796,106570.777057,346.823364322,280.452990703,66.3703736187
1500000,48.651,4844670.0,16149.94,13033.1,3116.84,299.980681043,0.296108333333,0.466875,0.631279166667,0.7135625,312.514850671,362.59891883,0.149666666667,0.6173125,0.00310208333333,0.0037125,25.101149,16.5625167006,99580.0702966,331.9549444,267.889663111,64.0652812892
1400000,49.7,4828320.0,16145.8,12966.7,3179.1,299.044952867,0.289064489796,0.489693877551,0.589788571429,0.666693877551,308.600201207,357.416498994,0.146959183673,0.614693877551,0.00315387755102,0.00375897959184,24.6725955734,16.2714486922,97149.2957746,324.865191147,260.899396378,63.9657947686
1300000,50.793,4813420.0,16136.97,12887.4,3249.57,298.285241901,0.2820858,0.51388,0.5466288,0.61874,306.387297462,354.161006438,0.14606,0.61248,0.0031968,0.0038362,24.4080877286,16.0587679405,94765.4204319,317.700667415,253.723938338,63.9767290768
1200000,54.827,4753640.0,16499.33,13128.4,3370.93,288.111092996,0.258039444444,0.508074074074,0.504780555556,0.571,280.014591351,323.222135079,0.144314814815,0.613314814815,0.00319111111111,0.00378222222222,22.1576595473,14.6811060244,86702.5370712,300.934393638,239.451365203,61.4830284349
