# Label,Runtime,INST_Tot,ENERGY_Tot,ENERGY_Proc,ENERGY_DRAM,Energy_Efficiency,EXEC,IPC,FREQ,AFREQ,L3MISS_Rate,L2MISS_Rate,L3HIT,L2HIT,L3MPI,L2MPI,READ_Rate,WRITE_Rate,INST_Rate,POWER_Total,POWER_Proc,POWER_DRAM
2101000,267.667,35921600.0,136416.97,119292.4,17124.57,263.322077891,0.399222641509,0.372683018868,1.08437358491,1.2399245283,302.214617416,384.200891406,0.331947169811,0.4384,0.0019495645283,0.00250955471698,26.1936660104,9.51548005544,134202.5726,509.651806162,445.674662921,63.9771432414
2100000,182.964,24602370.0,88225.6,74567.6,13658.0,278.857497144,0.400083425414,0.403972375691,0.991332596685,0.999906077348,437.346144597,538.93935419,0.197817679558,0.517375690608,0.00303667955801,0.00375867403315,37.0330228897,13.4801381693,134465.632583,482.201963228,407.553398483,74.648564745
2000000,167.077,21703520.0,68371.3,57066.4,11304.9,317.436117201,0.386531818182,0.438527272727,0.876734545455,0.951484848485,418.670074277,515.056530821,0.31923030303,0.486115151515,0.00286768606061,0.00358912727273,35.7606552667,13.1402526979,129901.302992,409.220299622,341.557485471,67.6628141516
1900000,217.629,25691130.0,79938.83,66353.5,13585.33,321.384863902,0.351218232558,0.407339534884,0.863102790698,0.904460465116,359.44432957,441.409922391,0.262125581395,0.483009302326,0.00267142744186,0.00334013488372,29.9290351929,10.9327663133,118050.121997,367.316993599,304.892730289,62.4242633105
1800000,139.822,18661770.0,56284.82,45736.5,10548.32,331.559557266,0.397099492754,0.478731884058,0.831720072464,0.856355072464,509.011099827,616.004634464,0.204884057971,0.561057971014,0.00361657173913,0.00443887681159,42.5364177311,15.5914877487,133468.052238,402.546237359,327.105176582,75.4410607773
1700000,191.442,22020560.0,69545.43,56765.4,12780.03,316.635615022,0.34223962963,0.429285714286,0.800968253968,0.809714285714,403.216901202,486.902038215,0.190206349206,0.511544973545,0.00316986772487,0.0038774973545,33.1276888039,12.00866581,115024.707222,363.271539161,296.514871345,66.7566678158
1600000,199.611,21911980.0,69390.93,56496.9,12894.03,315.775851397,0.326537766497,0.438568527919,0.745197461929,0.761842639594,384.289593259,465.618628232,0.214578680203,0.505218274112,0.00310036497462,0.00380688324873,31.1886619475,11.3781905807,109773.409281,347.63079189,283.035003081,64.5957888092
1500000,162.206,17322880.0,55935.81,45250.1,10685.71,309.692127458,0.3176716875,0.4564625,0.6978539375,0.713825,401.243727112,482.462424325,0.215225,0.48444375,0.003224883125,0.00395284375,32.8447036484,11.8722180437,106795.556268,344.844272098,278.96686929,65.8774028088
1400000,187.608,19346210.0,63135.25,50973.7,12161.55,306.424857746,0.306878756757,0.467475675676,0.659278648649,0.666859459459,388.967954458,464.898085369,0.186359459459,0.525210810811,0.00332417837838,0.00404148648649,30.9054358023,11.2734424971,103120.389322,336.527493497,271.703232272,64.8242612255
1300000,187.719,18799740.0,61674.34,49474.8,12199.54,304.822718816,0.297954756757,0.488405405405,0.612278972973,0.618945945946,396.948737208,470.712607674,0.179714594595,0.520675675676,0.00348385945946,0.00419634054054,31.1970178831,11.3262695838,100148.306778,328.546071522,263.557764531,64.9883069908
1200000,188.842,17851100.0,60218.1,48141.1,12077.0,296.44077113,0.281275483871,0.499209677419,0.565278655914,0.571,385.573177577,455.652873831,0.178772043011,0.526456989247,0.0035717688172,0.00429510215054,29.8445419981,10.8614767901,94529.2890353,318.880863367,254.927929168,63.952934199
