# Label,Runtime,INST_Tot,ENERGY_Tot,ENERGY_Proc,ENERGY_DRAM,Energy_Efficiency,EXEC,IPC,FREQ,AFREQ,L3MISS_Rate,L2MISS_Rate,L3HIT,L2HIT,L3MPI,L2MPI,READ_Rate,WRITE_Rate,INST_Rate,POWER_Total,POWER_Proc,POWER_DRAM
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_2101000,18.295,1468600.0,10245.2,8342.6,1902.6,143.345176278,0.238683333333,0.238,1.08966666667,1.24,415.627220552,668.291883028,0.380666666667,0.280111111111,0.00506666666667,0.00815333333333,51.6009838754,48.1590598524,80273.2987155,560.0,456.004372779,103.995627221
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_2100000,17.287,1343310.0,8715.5,6966.4,1749.1,154.128850898,0.231105882353,0.269352941176,0.896247058824,0.999352941176,427.968994042,655.19754729,0.357764705882,0.304470588235,0.00544352941176,0.00836529411765,48.5491988199,45.8905535952,77706.3689478,504.164979464,402.984901949,101.180077515
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_2000000,20.319,1534280.0,9187.6,7339.3,1848.3,166.994644956,0.224504,0.29455,0.80766,0.94675,381.223977558,568.837049067,0.35525,0.3054,0.004929,0.0076035,41.8320783503,40.3562183178,75509.6215365,452.16792165,361.2037994,90.9641222501
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_1900000,19.308,1499990.0,8468.6,6679.1,1789.5,177.123727653,0.231041578947,0.300684210526,0.797364736842,0.899578947368,410.025896002,593.562253988,0.338736842105,0.313368421053,0.00518,0.00780052631579,43.125595608,40.2780194738,77687.487052,438.605759271,345.923969339,92.6817899316
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_1800000,19.327,1373240.0,8385.98,6573.4,1812.58,163.754266049,0.211417368421,0.299526315789,0.745727368421,0.854578947368,406.33776582,603.373518911,0.349842105263,0.305105263158,0.00561263157895,0.00857263157895,44.563512185,42.1590521033,71052.9311326,433.899725772,340.114865214,93.7848605578
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_1700000,18.304,1286240.0,7993.14,6208.4,1784.74,160.917987174,0.209028888889,0.306333333333,0.710283333333,0.807444444444,447.632211538,649.196896853,0.334611111111,0.320055555556,0.00607277777778,0.00905611111111,47.2892810315,44.7876420455,70270.979021,436.688155594,339.182692308,97.5054632867
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_1600000,17.323,1171200.0,7670.21,5918.8,1751.41,152.694645909,0.201048235294,0.300117647059,0.692727647059,0.758705882353,465.694741096,679.882237488,0.337647058824,0.317411764706,0.00664235294118,0.0100129411765,50.3487271258,47.0725624892,67609.5364544,442.776078047,341.672920395,101.103157652
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_1500000,18.326,1243110.0,7844.52,6056.8,1787.72,158.468586988,0.201603333333,0.323611111111,0.642274444444,0.712611111111,451.901124086,646.649568918,0.326833333333,0.326833333333,0.00639388888889,0.00940888888889,46.7758921751,44.5954381753,67833.1332533,428.054130743,330.503110335,97.5510204082
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_1400000,16.306,1031240.0,7052.32,5381.9,1670.42,146.227057195,0.187889375,0.32625,0.5948125,0.6660625,489.501410524,699.466454066,0.326125,0.33375,0.007285625,0.01067375,50.8301852079,49.0637802036,63242.9780449,432.498466822,330.056420949,102.442045873
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_1300000,16.299,1044210.0,6908.83,5268.8,1640.03,151.14136547,0.190515625,0.3511875,0.560411875,0.618375,499.545984416,689.704889871,0.3026875,0.3429375,0.00739625,0.010541875,49.0534388613,46.9191974968,64065.8936131,423.880606172,323.25909565,100.621510522
0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF_1200000,17.331,1059300.0,7196.5,5483.7,1712.8,147.19655388,0.181637647059,0.363117647059,0.515898823529,0.571,484.696786106,663.902833074,0.296941176471,0.334176470588,0.00747529411765,0.0105535294118,47.5248975824,45.1178235532,61121.6894582,415.23858981,316.409901333,98.8286884773
0x00000FFFFFFFFFFFFFFF00000FFFFFFFFFFFFFFF_2101000,38.712,761390.0,18235.7,14286.6,3949.1,41.7527158266,0.0584947368421,0.168921052632,0.354952631579,1.23578947368,376.239925604,535.725356479,0.295789473684,0.160657894737,0.0193131578947,0.0273973684211,52.8001653234,39.8997726803,19668.061583,471.060653027,369.048357099,102.012295929
0x00000FFFFFFFFFFFFFFF00000FFFFFFFFFFFFFFF_2100000,34.658,779990.0,15811.4,12176.1,3635.3,49.3308625422,0.0669617647059,0.189588235294,0.361117647059,0.995911764706,425.618904726,610.626695135,0.301617647059,0.178529411765,0.0188794117647,0.0270235294118,54.2763575509,44.1315136476,22505.3378729,456.212129956,351.321484217,104.890645738
0x00000FFFFFFFFFFFFFFF00000FFFFFFFFFFFFFFF_2000000,35.693,777710.0,15901.0,12201.3,3699.7,48.909502547,0.0647914285714,0.205171428571,0.324042857143,0.9492,423.752556524,596.609979548,0.288571428571,0.175742857143,0.0193971428571,0.0272485714286,55.1124870423,43.0681085927,21788.8661642,445.493514134,341.840136721,103.653377413
0x00000FFFFFFFFFFFFFFF00000FFFFFFFFFFFFFFF_1900000,36.835,784470.0,15755.92,11953.7,3802.22,49.7889047418,0.063335,0.208472222222,0.309975,0.901777777778,426.515542283,594.988462061,0.283027777778,0.171694444444,0.0199916666667,0.027825,54.5665806977,42.7063933759,21296.8643953,427.743179042,324.520157459,103.223021583
0x00000FFFFFFFFFFFFFFF00000FFFFFFFFFFFFFFF_1800000,34.83,784270.0,14879.18,11271.8,3607.38,52.7092218792,0.0669617647059,0.218676470588,0.31405,0.853882352941,437.275337353,618.877404536,0.296705882353,0.183176470588,0.0191964705882,0.0272088235294,54.2049956934,44.1332184898,22517.0829744,427.194372667,323.623313236,103.571059432
