Date Time Prediction All_Predictions EXEC IPC FREQ AFREQ L3MISS_Rate L2MISS_Rate L3HIT L2HIT L3MPI L2MPI READ_Rate WRITE_Rate INST_Rate POWER_Total POWER_Proc POWER_DRAM
2018-01-12 08:27:33.455814 1700000 1700000 -1.09714827564 5.90312294722 -2.29713927163 2.40228626272 -0.9926765237 -0.591402837748 0.954986930745 2.7265888614 -0.757820087457 -0.647691210986 -1.08428474388 -0.896260716988 -1.09618740351 -0.342217298766 -0.18085050851 -0.770079855723
2018-01-12 08:27:38.456384 1700000 1700000 -1.10660612652 6.21555747543 -2.30290088103 2.40228626272 -0.993686982037 -0.592856926574 0.176267667942 3.07217705166 -0.760776565653 -0.660462966929 -1.08382873891 -0.899559624702 -1.10596527864 -0.359518458527 -0.199196497911 -0.778455582189
2018-01-12 08:27:43.472374 1700000 1700000 -1.13539089006 5.98123157927 -2.31506427866 -0.0649435853702 -0.994461420908 -0.592938169849 0.545134687165 2.76003287981 -0.75275183912 -0.650075272096 -1.08319033196 -0.903822828517 -1.13481001028 -1.59056251843 -1.59349169238 -1.07922030527
2018-01-12 08:27:48.484764 1700000 1700000 -1.12840030463 6.33272042351 -2.31272950884 -0.0865859524587 -0.994623684291 -0.593243246638 0.172169145507 3.03315903018 -0.758946364865 -0.659214173014 -1.08703901388 -0.902604770284 -1.12772105081 -1.5548194631 -1.5361604755 -1.12642894534
2018-01-12 08:27:53.496907 1900000 1900000 -1.126755461 4.45811325422 -2.30531096601 -0.0919965442308 -0.994734318415 -0.593291329393 0.168070623071 3.06102904552 -0.760917350329 -0.660690020368 -1.08718493547 -0.903721323664 -1.12576547578 -1.60273036706 -1.59349169238 -1.1279518047
2018-01-12 08:27:58.515806 1700000 1700000 -1.12922272645 6.91853516391 -2.31446175741 -0.0919965442308 -0.994741694023 -0.593274749133 0.204957324993 3.04988103939 -0.759791072921 -0.659497989813 -1.08720317567 -0.903416809106 -1.12820994457 -1.60482171604 -1.59578494105 -1.12871323438
2018-01-12 08:28:03.532914 1700000 1700000 -1.12305456283 6.41082905557 -2.31062068448 0.416599082349 -0.994461420908 -0.593206770066 0.118888353841 3.08889906087 -0.760213426949 -0.660576493648 -1.08700253348 -0.902858532416 -1.12209877261 -1.52439984155 -1.4994684967 -1.12642894534
2018-01-12 08:28:08.545692 1700000 1700000 -1.12922272645 5.70785136708 -2.31144915119 -0.0865859524587 -0.994535176991 -0.593090708244 0.377095267297 2.92725297187 -0.757538518105 -0.656262478308 -1.08576219997 -0.90332799236 -1.12869883832 -1.6533029879 -1.65311615793 -1.13252038277
2018-01-12 08:28:13.557435 1700000 1700000 -1.14760385403 6.0202858953 -2.32056228501 -0.102817727775 -0.994461420908 -0.592863558678 0.635302180752 2.34198264966 -0.740503572307 -0.637189989434 -1.07999829719 -0.905649915866 -1.14678790732 -1.72897179652 -1.72420686686 -1.1995261945
2018-01-12 08:28:18.569666 1700000 1700000 -1.13580210097 6.6061006357 -2.31664589692 -0.0919965442308 -0.994999840314 -0.593223350326 0.504149462807 2.91053096267 -0.758524010837 -0.655467791271 -1.08522411411 -0.904469921953 -1.13505445716 -1.69113739221 -1.69210138541 -1.15460184346
2018-01-12 08:28:23.586053 1700000 1700000 -1.12881151554 6.80137221583 -2.31416049679 -0.0865859524587 -0.994616308682 -0.593175267571 0.291026296145 3.00528901484 -0.758664795513 -0.65790861574 -1.08702077368 -0.902858532416 -1.12796549769 -1.66908316658 -1.67375539601 -1.12719037502
2018-01-12 08:28:28.600093 1700000 1700000 -1.13045635917 6.64515495173 -2.31449941499 -0.0919965442308 -0.994535176991 -0.593150397181 0.274632206402 2.93840097801 -0.756975379401 -0.656716585186 -1.08653740842 -0.900701554295 -1.12992107271 -1.70843855197 -1.71962036951 -1.13252038277
2018-01-12 08:28:33.614942 1700000 1700000 -1.12798909372 6.99664379597 -2.31416049679 -0.0919965442308 -0.99003605593 -0.591949986337 -0.372934338455 0.87044583951 -0.717133316088 -0.638154966549 -1.08045430216 -0.891819879681 -1.12698771018 -1.72269774958 -1.74484610493 -1.10587034402
