Date Time Prediction All_Predictions EXEC IPC FREQ AFREQ L3MISS_Rate L2MISS_Rate L3HIT L2HIT L3MPI L2MPI READ_Rate WRITE_Rate INST_Rate POWER_Total POWER_Proc POWER_DRAM
2018-01-20 12:56:41.308548 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.832783079435 3.41995239135 -1.10389257041 3.48647772029 -0.918657309118 -0.607034458268 0.0713665215682 2.42837114426 -0.738442390717 -0.699458098708 -0.958552883134 -0.82477016814 -0.833142166495 -1.29098537696 -1.28815604973 -0.797330706605
2018-01-20 12:56:46.305613 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.83944203054 3.53549808265 -1.10672445921 0.118559174435 -0.919277944754 -0.607814676847 -0.263287983613 2.55496205435 -0.739454062856 -0.704319067858 -0.957695933181 -0.826404606901 -0.840070027809 -1.32571245071 -1.33166530442 -0.794994273796
2018-01-20 12:56:51.316394 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.852759932751 3.39684325309 -1.11073889498 0.118559174435 -0.919311492626 -0.607716122922 -0.160317366634 2.41376450079 -0.734648620196 -0.699458098708 -0.955029866659 -0.828039045661 -0.853678326817 -1.29169409275 -1.27365296483 -0.838607686236
2018-01-20 12:56:56.325865 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.834864001655 3.55860722092 -1.10541743361 0.118559174435 -0.919126979329 -0.607796197986 -0.311555460322 2.59391310361 -0.739959898926 -0.705086589302 -0.958876619783 -0.82545118429 -0.835616402679 -1.26996014183 -1.26785173087 -0.782533298813
2018-01-20 12:57:01.341727 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.834447817211 3.58171635918 -1.10526183532 1.24119868972 -0.919244396882 -0.607868060224 -0.330862451006 2.61825750939 -0.74071865303 -0.705802942651 -0.959009923109 -0.82585979398 -0.835121555442 -1.2876780366 -1.28525543275 -0.79421546286
2018-01-20 12:57:06.348597 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.835280186099 3.58171635918 -1.10560415155 0.118559174435 -0.919303105658 -0.607933762841 -0.372694264153 2.62799527171 -0.740845112048 -0.706161119325 -0.959009923109 -0.82585979398 -0.835863826297 -1.20310461889 -1.18663445544 -0.780196866004
2018-01-20 12:57:11.357852 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.835280186099 3.58171635918 -1.10551079258 0.118559174435 -0.919286331722 -0.607876273051 -0.321208955664 2.61338862824 -0.74071865303 -0.705700606458 -0.958981358111 -0.8250425746 -0.835863826297 -1.20617572065 -1.18953507242 -0.782533298813
2018-01-20 12:57:16.369093 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.835280186099 3.55860722092 -1.10544855326 0.118559174435 -0.91929471869 -0.607831102502 -0.272941478955 2.60365086592 -0.74071865303 -0.705342429784 -0.959000401443 -0.82585979398 -0.835863826297 -1.24657252073 -1.23884556107 -0.78331210975
2018-01-20 12:57:21.380951 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.834864001655 3.67415291222 -1.10582198915 1.24119868972 -0.915914770563 -0.606603284842 -0.443486563326 1.78080995036 -0.72427898077 -0.695518155292 -0.953030316768 -0.814146316195 -0.83536897906 -1.31933400859 -1.32296345348 -0.797330706605
2018-01-20 12:57:26.398399 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF -0.838193477208 3.16575187049 -1.10454608321 0.118559174435 -0.899056964771 -0.60243527506 -1.16428088218 0.00366832797755 -0.635504750564 -0.658881798332 -0.934367851115 -0.810877438674 -0.839080333335 -1.29429271731 -1.30846036858 -0.753717294166
